"","entrez","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol"
"231713",231713,1.27252931981989,5.42047857967439,9.89147018523345,3.61205546497953e-07,4.67909217774889e-05,7.04215221226313,"Naa25"
"625638",625638,2.23242076992951,-1.29267809043253,9.85061262590062,3.77879257394883e-07,4.85528762916157e-05,6.58720156906588,"Fam43b"
"226025",226025,2.2478137163973,1.20718272099386,9.82660210449023,3.88061558663592e-07,4.94590715574146e-05,7.0019694680216,"Trpm3"
"16531",16531,-1.04051674114844,1.72325276231382,-9.81145639471498,3.94635629101279e-07,4.98945718585329e-05,6.91004144615372,"Kcnma1"
"70784",70784,-1.71722854894498,2.26263286939712,-9.79748263428436,4.00807056789223e-07,5.02726565515626e-05,6.90674481292394,"Rasl12"
"78748",78748,2.11378056299083,2.93380060730999,9.77473291136793,4.11076908929976e-07,5.11547989663727e-05,6.90287178670242,"Rassf10"
"57266",57266,-2.0826885553088,6.74874638309687,-9.75735558448614,4.1911159538293e-07,5.17471847924361e-05,6.87791323668748,"Cxcl14"
"241556",241556,1.01788773037553,2.21349071756795,9.74142331205238,4.26626286993106e-07,5.18712135196752e-05,6.85956830665855,"Tspan18"
"21771",21771,0.977109890338806,5.52097689785497,9.74130958382396,4.26680445302315e-07,5.18712135196752e-05,6.8556514050569,"Utp4"
"16763",16763,2.09897222123379,4.1778070108399,9.71083369654318,4.41462561415998e-07,5.32585826001407e-05,6.71580422872701,"Lad1"
"52530",52530,1.56498440540435,5.26558188411773,9.69371595960694,4.50005541404985e-07,5.38779361845786e-05,6.86603698063494,"Nhp2"
"74427",74427,1.21218835259322,6.40790734846085,9.6757965915977,4.59138896794135e-07,5.45581287589061e-05,6.76176555304474,"Eaf1"
"78749",78749,-1.56717986152607,3.94338618111834,-9.65292847117536,4.71084399030496e-07,5.54582772413917e-05,6.75324439725113,"Filip1l"
"16658",16658,1.02383337274347,5.00286738411621,9.64287092976272,4.76443258471388e-07,5.54582772413917e-05,6.74792967389645,"Mafb"
"12261",12261,1.30623093808866,5.9081756135251,9.63406875303346,4.81186897618349e-07,5.54582772413917e-05,6.74503691607214,"C1qbp"
"104662",104662,1.44430170344442,5.82165590420305,9.62372522834009,4.86826018076135e-07,5.54582772413917e-05,6.73186449559552,"Tsr1"
"224139",224139,-0.903105498612372,6.38809728142528,-9.61982172532768,4.88972529101171e-07,5.54582772413917e-05,6.68831733284324,"Golgb1"
"16852",16852,-1.61602208169644,5.26516272528865,-9.61471489602812,4.91796080055477e-07,5.54582772413917e-05,6.68138863106796,"Lgals1"
"238330",238330,0.886409595252507,7.1226756388718,9.61339129745176,4.92530743648938e-07,5.54582772413917e-05,6.67555467326578,"Irf2bpl"
"50908",50908,1.53742344773174,3.82895832920749,9.60933915674735,4.9478721153102e-07,5.54582772413917e-05,6.70385101949938,"C1s1"
"53311",53311,2.11071961554143,1.90920665710703,9.53274243526474,5.3959368758361e-07,6.0054497454728e-05,6.68779781308656,"Mybph"
"23849",23849,-0.890613491120751,10.5458612466617,-9.50311611971803,5.58074457261998e-07,6.16769840739064e-05,6.57680507818249,"Klf6"
"53886",53886,-1.67952763227928,4.33197026255129,-9.49575500577159,5.62770788810394e-07,6.17640940719408e-05,6.59596390901887,"Cdkl2"
"65112",65112,2.30681271620411,7.46530940437466,9.48577709411703,5.69204381249741e-07,6.20393520087649e-05,6.53435368807374,"Pmepa1"
"24004",24004,-1.15753587743785,3.57345607922478,-9.47717284188852,5.74815595286616e-07,6.2221819643217e-05,6.53227013757358,"Rai2"
"13650",13650,0.95540242928847,6.72156898284159,9.46705505376736,5.81489830124889e-07,6.25160903081207e-05,6.51293881651485,"Rhbdf1"
"17858",17858,-1.48145913921545,2.1314017695715,-9.4340409525162,6.0385186480892e-07,6.44815869691903e-05,6.57911182822516,"Mx2"
"18795",18795,-1.11591780191373,5.1755758174447,-9.41310350959049,6.18510334021158e-07,6.56036061669153e-05,6.44025264850716,"Plcb1"
"242122",242122,-2.84951890008224,4.34751214473953,-9.39677321027193,6.30208021714219e-07,6.63987171678101e-05,6.51969778766187,"Vtcn1"
"69288",69288,-1.84203534822554,2.21170874415673,-9.38648422070467,6.37699838101481e-07,6.67431009361312e-05,6.51642160017241,"Rhobtb1"
"22224",22224,0.964986438352651,6.32604260670614,9.37421938792929,6.46755290485749e-07,6.69515229668488e-05,6.40328158312709,"Usp10"
"225207",225207,-1.36773354040096,3.46034839761478,-9.37232804000377,6.48163946717784e-07,6.69515229668488e-05,6.4580535508465,"Zfp521"
"110196",110196,-1.81734892152312,4.41382326535984,-9.36107802998066,6.56611088303141e-07,6.73836470100184e-05,6.49500230578112,"Fdps"
"56323",56323,-0.956791384280992,4.31993586032529,-9.34826728324247,6.66374047586701e-07,6.79443577294208e-05,6.36979575832391,"Dnajb5"
"20296",20296,1.75470016929791,4.15291816601193,9.33485350597923,6.76763550301861e-07,6.80830852464588e-05,6.35726043464458,"Ccl2"
"56615",56615,1.33668174586964,7.87730706757543,9.33427475630386,6.77215704380216e-07,6.80830852464588e-05,6.35684222649743,"Mgst1"
"319909",319909,1.30631692272584,3.39660173643495,9.32466996798812,6.84767010098515e-07,6.80830852464588e-05,6.35607302003267,"Ism1"
"19889",19889,-1.12782010064242,4.41029825814838,-9.32441777177518,6.84966499252527e-07,6.80830852464588e-05,6.4036582107666,"Rp2"
"216877",216877,1.06244256952983,5.63616663753363,9.30978239727835,6.96650568849022e-07,6.88116599380622e-05,6.3641282171466,"Dhx33"
"65256",65256,-1.09264601980728,1.4214205095897,-9.27991526840194,7.21162918044268e-07,7.07904270606932e-05,6.28798163300753,"Asb2"
"18430",18430,-1.98530813902423,6.87178090789261,-9.26971843409654,7.29741944405981e-07,7.11903807987168e-05,6.29525323136664,"Oxtr"
"269261",269261,1.05468454333864,6.56632274490093,9.24548154419736,7.50575538609805e-07,7.2773593939812e-05,6.25550067020711,"Rpl12"
"105522",105522,1.41515633758395,5.7316730211381,9.21632486697916,7.76486297115133e-07,7.4117794485903e-05,6.25544345458193,"Ankrd28"
"27966",27966,1.12182031039062,4.87972093411237,9.21597537254774,7.76802636949279e-07,7.4117794485903e-05,6.28184390587449,"Rrp9"
"50918",50918,-1.76673453601699,6.33053530084246,-9.21384378106545,7.78735008406176e-07,7.4117794485903e-05,6.20817950942011,"Myadm"
"68671",68671,-1.07049655058189,5.16345375049709,-9.20894153133439,7.83198663575411e-07,7.4117794485903e-05,6.27772740969512,"Pcyt2"
"16906",16906,1.81818065642749,5.37281204283501,9.20036716543346,7.91071946637648e-07,7.44172681229845e-05,6.27135078255311,"Lmnb1"
"320311",320311,-2.03686436404285,0.473203272493567,-9.17967764070811,8.10421161283209e-07,7.44412662486131e-05,6.20168458010079,"Rnf152"
"80914",80914,1.11872658542336,5.53525320198981,9.17884597293263,8.11209478743235e-07,7.44412662486131e-05,6.20450280590281,"Uck2"
"16598",16598,-1.88047360276968,6.14102677960872,-9.17762617334582,8.12367183489074e-07,7.44412662486131e-05,6.17623941870496,"Klf2"
"71952",71952,1.14820092966309,3.76576621304158,9.17498659978838,8.14878452354471e-07,7.44412662486131e-05,6.28569857609721,"Riox1"
"68048",68048,1.1806181653629,5.24567446729629,9.15897005040886,8.30295943410968e-07,7.49227085415694e-05,6.20761151447118,"Aen"
"217946",217946,1.41431233980348,4.22602745220731,9.15721392739515,8.32005300842579e-07,7.49227085415694e-05,6.26286429028439,"Cdca7l"
"15357",15357,-1.18789789061869,6.16954466282006,-9.15356052392339,8.35573507755063e-07,7.49227085415694e-05,6.13365396485235,"Hmgcr"
"75767",75767,1.34171884826436,5.53426563409361,9.14388760816762,8.4510026575508e-07,7.49227085415694e-05,6.25005343182563,"Rab11fip1"
"19285",19285,-1.14569870744158,6.51632369712325,-9.1333303087543,8.55631029365481e-07,7.49227085415694e-05,6.12591761584483,"Cavin1"
"620695",620695,1.75537162438535,5.46447324797833,9.13091341747169,8.58061568671836e-07,7.49227085415694e-05,6.17714708643485,"Gm13889"
"226255",226255,-1.14256976813718,5.82618486044612,-9.12958793470955,8.59397676299114e-07,7.49227085415694e-05,6.11429740698376,"Atrnl1"
"76509",76509,2.82573099472255,8.51294549659818,9.12721214610401,8.61798090305194e-07,7.49227085415694e-05,6.16889009410823,"Plet1"
"20448",20448,1.71269231574466,2.91104848452665,9.12570671187373,8.63322845887687e-07,7.49227085415694e-05,6.22867945887252,"St6galnac4"
"12868",12868,0.716681459672364,7.13434279405387,9.11955607667872,8.6958251414143e-07,7.49227085415694e-05,6.09047706257752,"Cox8a"
"100042480",100042480,-1.26202149931216,3.48764332006145,-9.11690381346652,8.72296783829965e-07,7.49227085415694e-05,6.08848221788516,"Nhsl2"
"26903",26903,-0.994698083274296,3.43634365280011,-9.08323194199582,9.07556209882076e-07,7.75298288701423e-05,6.05081403148413,"Dysf"
"70333",70333,1.34851256080785,4.38060180001521,9.06857255712753,9.23381087706846e-07,7.79979989279983e-05,6.16118551244129,"Cd3eap"
"56095",56095,1.11810986821163,6.30266645653498,9.06853421077822,9.23422868339721e-07,7.79979989279983e-05,6.05228015306369,"Ftsj3"
"228413",228413,3.28939242712679,4.0305102231897,9.06448827282719,9.27842558748651e-07,7.79979989279983e-05,5.93169087953813,"Prrg4"
"14219",14219,2.03321563855272,7.83482242164195,9.0521404370386,9.41471736436335e-07,7.87249699610573e-05,6.04665443811795,"Ccn2"
"286940",286940,-1.02297416855242,7.62195479287378,-9.04305014712804,9.5164232748771e-07,7.89160742733044e-05,5.99661732602314,"Flnb"
"54156",54156,-1.96536136778992,1.61150561104774,-9.04118468593923,9.53744000645478e-07,7.89160742733044e-05,6.05396082019078,"Egfl6"
"68184",68184,1.10433740565859,5.27079001521333,9.02592170702626,9.71127555032238e-07,7.95090612342413e-05,6.06492885821322,"Denr"
"56200",56200,1.02460376216273,7.719390873622,9.02560944819694,9.7148672125547e-07,7.95090612342413e-05,5.97911776315938,"Ddx21"
"13448",13448,1.04861141478131,4.06126876123665,9.01914923644424,9.78949395466025e-07,7.95090612342413e-05,6.07137585704502,"Dok1"
"217578",217578,1.33643563279919,6.97196487645496,9.01735377513786,9.81034354636615e-07,7.95090612342413e-05,5.97090925737819,"Baz1a"
"333654",333654,1.16108604865055,6.03506494829514,9.01076584802657,9.88725348946792e-07,7.97235480344648e-05,5.99454705628662,"Ppp1r13l"
"12832",12832,-1.54987564069353,4.42430656681116,-9.00172733903955,9.99382506185124e-07,8.01738128312167e-05,5.94866015522375,"Col5a2"
"110253",110253,-1.01158240698079,5.33717990030368,-8.98263090250685,1.02230554391478e-06,8.14693201333124e-05,5.92363259512468,"Triobp"
"107769",107769,-2.21071811533559,0.507499512623063,-8.97594453139325,1.03046432666823e-06,8.14693201333124e-05,5.9764601405351,"Tm6sf1"
